IdCliente,Nombre,Apellido,Edad,Genero,Documento,Email,Telefono,Ciudad,Pais,FechaRegistro,MarcaPreferida,FrecuenciaVisita,TicketPromedio,PuntosAcumulados,UltimaCompra,MedioPagoFavorito,DeliveryFrecuente,EstadoCliente,Observaciones
8566,Juan,Gómez,82.0,M,30826004,juan.gómez@outlook.com,953835416,Iquitos,Peru,2023-03-16,Pizza Hut,,45.1,64.0,2024-02-07,Efectivo,False,Activo,Cliente VIP
8567,José,Rodríguez,16.0,,58120936,josé.rodríguez@outlook.com,934270088,Arequipa,Peru,2021-02-25,KFC,8.0,70.71,61.0,2025-09-11,Efectivo,False,Inactivo,
8568,Paola,López,53.0,X,69758781,paola.lópez@outlook.com,991229856,Puerto Maldonado,,2023-05-07,,5.0,30.08,8.0,2025-03-30,Efectivo,True,Activo,Pendiente validación
8569,Gabriela,Rojas,,X,54113729,gabriela.rojas@outlook.com,958820541,Puno,,2024-08-07,,7.0,34.98,35.0,2025-03-25,Billetera,False,,Reclamo abierto
8570,Lucía,Gómez,36.0,M,15993702,lucía.gómez@gmail.com,985216168,Ica,PE,2022-11-12,Starbucks,7.0,21.53,78.0,2023-10-12,Billetera,False,Pendiente,
8571,Carlos,Castillo,0.0,M,32878406,invalid_email,955656342,,PE,2021-12-05,KFC,16.0,30.01,-37.0,2024-01-10,Billetera,False,,Reclamo abierto
8572,María,Pérez,56.0,X,69194967,maría.pérez@outlook.com,953892791,Trujillo,PE,2023-12-13,Chili's,9.0,17.89,42.0,2023-03-22,Tarjeta,,Pendiente,Reclamo abierto
8573,Juan,Rodríguez,77.0,X,17810165,juan.rodríguez@hotmail.com,990481473,Chiclayo,PE,2024-06-19,Chili's,3.0,32.59,69.0,2023-08-26,Billetera,True,,
8574,Jorge,Rojas,42.0,M,41546504,jorge.rojas@hotmail.com,976756662,Cajamarca,PE,2023-02-04,Chili's,6.0,42.48,53.0,2025-04-09,,False,Pendiente,
8575,Gabriela,Fernández,55.0,,12000067,gabriela.fernández@outlook.com,929157215,Puerto Maldonado,Perú,2023-05-14,Chili's,8.0,49.31,26.0,2025-01-09,Tarjeta,False,Inactivo,
8576,Sofía,Flores,72.0,X,48697652,sofía.flores@hotmail.com,978152557,Arequipa,Perú,2023-09-15,,16.0,45.74,216.0,2024-12-20,Tarjeta,False,Activo,Reclamo abierto
8577,Pedro,Rodríguez,69.0,X,76573049,pedro.rodríguez@outlook.com,928743827,Moquegua,Perú,2023-11-17,KFC,8.0,-23.59,117.0,2024-02-06,Tarjeta,False,Inactivo,
8578,Gabriela,Díaz,79.0,F,19730458,gabriela.díaz@gmail.com,932713944,Lima,PE,2024-11-16,Starbucks,6.0,51.67,60.0,2024-02-09,,True,Inactivo,
8579,María,Pérez,20.0,,77027691,maría.pérez@yahoo.com,922934679,,Peru,2025-04-16,Starbucks,2.0,31.81,63.0,2023-09-24,Billetera,,Activo,
8580,Daniel,Flores,50.0,F,52722885,daniel.flores@yahoo.com,938937968,Ica,PE,2021-06-27,Starbucks,2.0,37.53,22.0,2024-01-29,Efectivo,True,,Cliente VIP
8581,Rosa,Gómez,87.0,X,15706363,rosa.gómez@yahoo.com,953933018,Lima,,2025-09-11,Chili's,6.0,26.89,62.0,2023-01-10,Billetera,False,Pendiente,
8582,Pedro,Flores,16.0,F,99296670,pedro.flores@hotmail.com,911325348,Puno,Peru,2023-05-22,Chili's,18.0,25.7,100.0,2025-09-17,,True,Pendiente,
8583,Daniel,Rodríguez,73.0,F,68770703,daniel.rodríguez@gmail.com,946277235,Tarapoto,PE,2022-11-18,Starbucks,3.0,46.83,80.0,2025-04-25,,,Inactivo,Pendiente validación
8584,Luis,Sánchez,34.0,F,46557275,luis.sánchez@hotmail.com,932024572,Trujillo,Perú,2022-02-23,Starbucks,2.0,30.96,96.0,2025-02-28,Billetera,,,
8585,María,Rodríguez,48.0,X,50549524,maría.rodríguez@hotmail.com,934459995,Juliaca,Peru,2024-09-14,Pizza Hut,1.0,59.38,12.0,2023-01-20,Efectivo,,,Pendiente validación
8586,Andrea,Vargas,58.0,F,87957210,andrea.vargas@hotmail.com,983080742,,,2022-03-10,,5.0,52.94,56.0,2023-02-23,Efectivo,False,Pendiente,
8587,Raúl,Rodríguez,32.0,F,36010212,raúl.rodríguez@gmail.com,979970153,Puno,Peru,2023-05-24,KFC,1.0,8.83,87.0,2024-04-11,Billetera,True,Pendiente,
8588,Luis,Gómez,31.0,F,62202547,luis.gómez@yahoo.com,935321911,,PE,2021-10-23,,5.0,35.01,66.0,2024-05-04,Efectivo,False,Activo,
8589,José,Fernández,69.0,M,73239280,,918475961,,Peru,2025-02-12,Pizza Hut,5.0,17.22,63.0,2025-07-25,Tarjeta,,Activo,
8590,Rosa,Ramírez,80.0,X,62768517,rosa.ramírez@outlook.com,912005864,Tarapoto,Perú,2025-07-30,Pizza Hut,5.0,27.49,198.0,2024-11-05,,False,Inactivo,
8591,Sofía,Rojas,31.0,M,36645563,sofía.rojas@gmail.com,945395451,Cusco,Perú,2025-04-14,Chili's,1.0,27.74,37.0,2025-07-31,Efectivo,False,Inactivo,Pendiente validación
8592,María,López,65.0,X,57096297,maría.lópez@outlook.com,910468064,Huaraz,Perú,2021-09-28,Pizza Hut,7.0,29.23,10.0,2024-09-24,Tarjeta,,Activo,
8593,Carlos,Cruz,77.0,F,26593361,carlos.cruz@gmail.com,917110025,Arequipa,,2021-03-08,,2.0,31.7,100.0,2025-09-11,Efectivo,False,Inactivo,Cliente VIP
8594,Andrea,Torres,30.0,,51703859,andrea.torres@outlook.com,924931617,Cajamarca,PE,2021-07-08,,5.0,43.4,,2025-02-19,Tarjeta,,,Cliente VIP
8595,Carlos,Vargas,67.0,F,25075909,carlos.vargas@outlook.com,964989243,Juliaca,PE,2022-08-07,Chili's,8.0,33.61,128.0,2024-03-03,Billetera,True,Inactivo,
8596,Andrea,Vargas,19.0,,75440466,andrea.vargas@outlook.com,963219976,Arequipa,Perú,2024-03-05,KFC,17.0,69.94,38.0,2025-08-20,Tarjeta,False,Inactivo,Pendiente validación
8597,Jorge,Cruz,63.0,,93044338,jorge.cruz@gmail.com,910917284,Juliaca,Peru,2024-01-03,,11.0,36.06,19.0,2025-06-23,Billetera,False,Activo,
8598,Valeria,Fernández,39.0,,38422788,correo_sin_arroba.com,951121587,Tarapoto,Perú,2023-04-03,Starbucks,8.0,36.54,121.0,2024-12-17,Tarjeta,True,Inactivo,
8599,Gabriela,Castillo,43.0,F,70386149,gabriela.castillo@yahoo.com,957769262,Arequipa,PE,2024-12-25,KFC,1.0,56.26,295.0,2023-11-19,Tarjeta,False,,Reclamo abierto
8600,Jorge,Castillo,50.0,M,89442634,jorge.castillo@yahoo.com,949444318,Huaraz,PE,2023-10-09,,1.0,21.34,36.0,2025-02-27,Tarjeta,,Inactivo,
8601,Sofía,Flores,62.0,,84599354,sofía.flores@gmail.com,980087580,Moquegua,Perú,2022-07-10,,7.0,21.43,22.0,2025-03-05,Tarjeta,False,Inactivo,
8602,Valeria,Fernández,83.0,F,71912142,valeria.fernández@outlook.com,989527733,Moquegua,,2021-06-18,Pizza Hut,8.0,38.88,3.0,2023-10-17,Billetera,True,,
8603,Pedro,Torres,37.0,M,78785361,pedro.torres@yahoo.com,948888373,Trujillo,Peru,2021-09-01,Chili's,0.0,72.59,42.0,2023-08-14,Tarjeta,False,Activo,
8604,Valeria,Cruz,82.0,X,28552537,valeria.cruz@hotmail.com,959924288,Tacna,,2021-03-31,,5.0,36.74,77.0,2023-03-19,Billetera,True,,Pendiente validación
8605,María,Rodríguez,85.0,M,34356295,maría.rodríguez@outlook.com,914396216,Ayacucho,,2024-09-30,Chili's,8.0,24.89,110.0,2023-02-02,Efectivo,,Activo,Reclamo abierto
8606,José,Vargas,60.0,F,92457424,josé.vargas@hotmail.com,923359508,Puerto Maldonado,Perú,2025-07-02,Chili's,18.0,24.52,11.0,2024-01-07,,False,Activo,
8607,Raúl,Castillo,43.0,X,21539699,raúl.castillo@yahoo.com,922538345,Huancayo,,2022-09-12,Chili's,2.0,8.82,51.0,2025-06-09,Efectivo,False,Inactivo,Cliente VIP
8608,Jorge,Sánchez,55.0,X,20853896,jorge.sánchez@gmail.com,986536777,Arequipa,Peru,2023-05-19,Pizza Hut,6.0,31.93,55.0,2023-08-26,Tarjeta,,Inactivo,
8609,Carmen,Ramírez,86.0,,99580486,carmen.ramírez@yahoo.com,924448571,,Perú,2023-05-26,,6.0,26.6,54.0,2023-05-01,,True,Pendiente,
8610,José,Flores,27.0,F,61446411,josé.flores@gmail.com,992894430,Moquegua,Perú,2021-03-30,KFC,2.0,28.03,66.0,2023-12-01,Tarjeta,False,,Pendiente validación
8611,Carmen,Flores,20.0,X,67790923,carmen.flores@hotmail.com,920507727,Chiclayo,,2023-01-02,,2.0,29.17,78.0,2025-02-08,Billetera,,,Cliente VIP
8612,Sofía,Rodríguez,84.0,F,55954063,sofía.rodríguez@outlook.com,976491724,Moquegua,,2023-06-26,,4.0,37.65,218.0,2024-12-06,Tarjeta,,Pendiente,
8613,Jorge,López,45.0,F,XXXXX,jorge.lópez@yahoo.com,989776258,Cusco,Peru,2022-05-04,Pizza Hut,4.0,12.39,196.0,2024-01-16,Tarjeta,True,,
8614,Pedro,Fernández,,,83724323,pedro.fernández@yahoo.com,950419565,,Perú,2022-04-26,Starbucks,2.0,43.33,51.0,2024-09-07,,,Activo,
8615,Pedro,Torres,69.0,X,15812251,pedro.torres@hotmail.com,990611063,Tarapoto,Perú,2023-04-15,KFC,3.0,31.24,27.0,2023-07-05,Efectivo,False,Inactivo,
8616,Andrea,Ramírez,38.0,X,49539479,andrea.ramírez@yahoo.com,959410525,Ica,Perú,2021-02-11,,3.0,49.18,124.0,2023-10-10,Billetera,False,Inactivo,
8617,Carmen,Cruz,51.0,,63195234,carmen.cruz@yahoo.com,912673086,Piura,,2024-12-29,Starbucks,1.0,38.94,121.0,2025-06-24,,True,Activo,
8618,Juan,Rojas,54.0,X,99401800,juan.rojas@yahoo.com,993603241,Huaraz,,2024-12-15,Chili's,8.0,51.43,141.0,2024-09-15,Efectivo,False,Activo,Pendiente validación
8619,María,Gómez,89.0,M,44929618,maría.gómez@outlook.com,940366396,Arequipa,PE,2021-03-28,Starbucks,2.0,10.36,65.0,2025-05-05,Tarjeta,True,,Reclamo abierto
8620,Diego,Castillo,30.0,M,48909448,diego.castillo@hotmail.com,976047463,Ayacucho,,2025-01-02,Chili's,8.0,31.79,44.0,2023-04-27,Efectivo,,Inactivo,Reclamo abierto
8621,Diego,Vargas,85.0,M,37541166,diego.vargas@hotmail.com,930319404,Cusco,PE,2022-04-11,KFC,7.0,-15.0,141.0,2025-01-04,Billetera,False,Inactivo,
8622,Rosa,Martínez,47.0,F,77933524,rosa.martínez@yahoo.com,977776963,Trujillo,,2022-07-16,,8.0,61.45,40.0,2025-05-19,Efectivo,,,
8623,Sofía,Ramírez,71.0,,61015310,sofía.ramírez@hotmail.com,977735223,Cusco,PE,2022-06-15,Starbucks,6.0,0.0,72.0,2025-03-24,,,Activo,Reclamo abierto
8624,Ana,Díaz,77.0,M,35567572,ana.díaz@yahoo.com,932768087,Cajamarca,Peru,2022-01-04,,5.0,40.29,16.0,2025-04-07,Tarjeta,True,Pendiente,
8625,Luis,Rodríguez,17.0,M,19064601,luis.rodríguez@yahoo.com,938494009,Tarapoto,Peru,2025-03-15,KFC,4.0,27.69,367.0,2023-07-28,Billetera,,Pendiente,
8626,Raúl,Gómez,20.0,F,67455373,raúl.gómez@yahoo.com,917729465,Juliaca,Peru,2024-08-27,,6.0,26.43,203.0,2025-06-04,Tarjeta,False,Inactivo,
8627,Paola,Pérez,58.0,X,84782969,paola.pérez@yahoo.com,915481002,Tarapoto,Peru,2023-08-12,Pizza Hut,8.0,63.44,68.0,2024-02-21,Tarjeta,,,
8628,Luis,Fernández,85.0,,27702228,luis.fernández@yahoo.com,983103404,Huancayo,PE,2024-03-10,Pizza Hut,2.0,44.28,-178.0,2024-02-03,Billetera,,Activo,
8629,Andrea,Torres,79.0,,53763811,andrea.torres@yahoo.com,966180002,Ayacucho,Peru,2021-07-18,,1.0,29.11,86.0,2025-06-06,Tarjeta,,Activo,Cliente VIP
8630,Rosa,Flores,48.0,X,51746719,rosa.flores@gmail.com,959628775,Puno,,2024-03-07,Starbucks,17.0,-43.95,100.0,2023-10-20,Billetera,,,
8631,Lucía,Sánchez,27.0,X,93655040,lucía.sánchez@outlook.com,940898831,Iquitos,Peru,2025-01-29,KFC,0.0,47.12,19.0,2024-04-25,Tarjeta,,Pendiente,Pendiente validación
8632,José,Torres,31.0,,48016881,josé.torres@hotmail.com,926518141,Puno,Perú,2021-02-25,,17.0,30.47,91.0,2024-09-22,Tarjeta,True,Pendiente,
8633,Paola,Vargas,56.0,X,99251602,paola.vargas@outlook.com,960157352,Juliaca,Perú,2022-08-22,Starbucks,0.0,37.58,206.0,2025-03-21,Billetera,False,Inactivo,
8634,Carmen,Sánchez,77.0,X,24244334,carmen.sánchez@hotmail.com,960610411,Tacna,Perú,2021-11-04,Pizza Hut,6.0,14.92,38.0,2024-04-26,Efectivo,,,
8635,Miguel,Rodríguez,71.0,M,18808669,miguel.rodríguez@gmail.com,915024436,Chiclayo,Perú,2023-08-11,Starbucks,1.0,29.21,37.0,2024-12-07,Billetera,,,Reclamo abierto
8636,María,Martínez,83.0,,30113511,maría.martínez@outlook.com,923599015,Tumbes,Peru,2025-07-24,Chili's,1.0,28.52,85.0,2025-07-24,Efectivo,True,Inactivo,Cliente VIP
8637,Lucía,Díaz,69.0,F,53133269,lucía.díaz@gmail.com,927861406,Tacna,PE,2022-11-30,Chili's,16.0,20.97,81.0,2024-04-18,Billetera,,Pendiente,Reclamo abierto
8638,Carlos,Castillo,30.0,X,85694227,carlos.castillo@outlook.com,957657316,Iquitos,Peru,2024-02-18,Chili's,5.0,21.11,82.0,2023-09-23,Tarjeta,,Pendiente,Pendiente validación
8639,Ana,Pérez,38.0,F,74540848,ana.pérez@hotmail.com,931657752,Tumbes,,2024-05-04,Chili's,3.0,44.94,139.0,2023-03-26,Billetera,,Activo,
8640,Daniel,Torres,53.0,X,79519619,daniel.torres@gmail.com,964797743,Trujillo,,2021-11-16,Pizza Hut,0.0,36.26,58.0,2023-07-06,Tarjeta,True,,
8641,Sofía,Sánchez,25.0,M,30979102,sofía.sánchez@gmail.com,997870656,Tarapoto,Peru,2021-06-04,,7.0,36.03,52.0,2025-04-25,Billetera,,Pendiente,
8642,María,López,16.0,M,49219536,maría.lópez@yahoo.com,962117640,Lima,,2024-01-22,,3.0,40.36,39.0,2024-11-20,Tarjeta,,Activo,
8643,Paola,Fernández,68.0,,48251649,paola.fernández@gmail.com,962223246,Cajamarca,Perú,2024-12-29,Starbucks,4.0,51.52,38.0,2023-05-07,Billetera,False,,Cliente VIP
8644,José,Flores,18.0,X,44905470,josé.flores@hotmail.com,992445913,Cajamarca,PE,2021-05-29,Starbucks,2.0,22.43,81.0,2025-07-07,Billetera,True,Pendiente,
8645,Daniel,López,79.0,,61576049,daniel.lópez@gmail.com,950454289,Iquitos,,2021-01-23,Pizza Hut,3.0,5.88,71.0,2023-04-22,Billetera,False,Inactivo,Reclamo abierto
8646,Diego,Torres,83.0,,77354309,diego.torres@yahoo.com,945181039,Trujillo,Perú,2021-08-28,Chili's,11.0,18.8,20.0,2025-06-05,Tarjeta,,Inactivo,Reclamo abierto
8647,Lucía,Vargas,72.0,M,99660352,lucía.vargas@outlook.com,938563160,,Peru,2021-12-28,Starbucks,5.0,0.0,,2023-07-16,Billetera,True,,Reclamo abierto
8648,Valeria,Castillo,41.0,X,65801714,valeria.castillo@gmail.com,981010589,,Perú,2022-11-02,Chili's,11.0,32.76,33.0,2025-03-15,Tarjeta,False,,
8649,Carmen,Pérez,81.0,X,60152074,carmen.pérez@gmail.com,940026941,Huaraz,,2023-11-21,KFC,19.0,8.91,146.0,2025-01-08,Billetera,,Inactivo,
8650,Daniel,Fernández,59.0,F,83657374,daniel.fernández@gmail.com,969132391,Cajamarca,PE,2023-09-26,Starbucks,,68.95,58.0,2024-07-19,Billetera,True,Pendiente,
8651,Lucía,Rojas,27.0,,38937959,lucía.rojas@outlook.com,917507901,Chimbote,Perú,2024-10-11,Chili's,0.0,37.62,115.0,2023-02-02,Billetera,,Pendiente,Pendiente validación
8652,Luis,Torres,20.0,M,85718862,luis.torres@yahoo.com,926714674,Juliaca,Peru,2023-08-13,KFC,0.0,25.93,236.0,2025-06-07,Tarjeta,True,Pendiente,
8653,Rosa,Torres,68.0,X,12402688,rosa.torres@hotmail.com,956355141,Ica,Perú,2021-08-23,Chili's,6.0,37.41,63.0,2023-08-12,Tarjeta,False,Inactivo,Reclamo abierto
8654,Carmen,Ramírez,88.0,X,80608287,carmen.ramírez@gmail.com,967824885,Tumbes,,2023-01-26,Starbucks,4.0,56.79,64.0,2024-08-08,Billetera,False,Activo,Cliente VIP
8655,Carmen,Rodríguez,54.0,,29130278,carmen.rodríguez@hotmail.com,928040651,Ayacucho,Peru,2021-02-07,KFC,8.0,48.33,217.0,2024-10-17,Efectivo,False,Pendiente,Reclamo abierto
8656,Diego,López,21.0,M,65054954,diego.lópez@gmail.com,948274857,Juliaca,Peru,2022-08-01,Starbucks,6.0,55.75,40.0,2024-12-12,Tarjeta,,Inactivo,Cliente VIP
8657,Andrea,López,51.0,X,81759133,andrea.lópez@gmail.com,995213179,Trujillo,PE,2025-01-29,Chili's,5.0,20.37,62.0,2023-04-19,Efectivo,False,Activo,
8658,Carmen,Vargas,36.0,X,77369500,carmen.vargas@outlook.com,919737085,Cajamarca,PE,2022-12-01,Starbucks,3.0,28.32,100.0,2025-05-24,,,Inactivo,Cliente VIP
8659,Luis,Sánchez,88.0,M,60601575,luis.sánchez@hotmail.com,918246591,Tumbes,,2025-08-08,Starbucks,4.0,14.81,129.0,2025-08-24,Tarjeta,False,Activo,
8660,Ana,Martínez,65.0,F,14548464,ana.martínez@hotmail.com,975802113,Cajamarca,Peru,2022-11-30,Starbucks,2.0,48.44,168.0,2024-02-10,Tarjeta,,Inactivo,
8661,Ana,Torres,64.0,,66873691,ana.torres@yahoo.com,957112827,Huaraz,Peru,2022-09-19,,1.0,18.89,91.0,2025-09-17,Billetera,False,Pendiente,Reclamo abierto
8662,Raúl,Castillo,39.0,,73302887,raúl.castillo@outlook.com,998764479,Iquitos,Perú,2024-04-03,Chili's,16.0,43.26,9.0,2023-01-13,,False,Activo,
8663,María,Cruz,27.0,X,63828199,maría.cruz@yahoo.com,944131321,Chiclayo,,2023-08-20,,8.0,51.95,35.0,2023-03-24,Tarjeta,True,Inactivo,Cliente VIP
8664,Miguel,Martínez,73.0,,82515466,miguel.martínez@yahoo.com,991175210,Cusco,,2025-05-24,KFC,-3.0,48.83,50.0,2024-08-18,,False,Inactivo,
8665,Carlos,Ramírez,0.0,F,30357623,carlos.ramírez@hotmail.com,913880975,Huaraz,,2021-05-06,KFC,8.0,57.38,263.0,2024-02-13,,True,Inactivo,
8666,Miguel,Martínez,40.0,,98997629,miguel.martínez@gmail.com,952027258,Arequipa,PE,2023-12-02,Starbucks,2.0,51.69,,2025-06-26,Billetera,True,,Cliente VIP
8667,Andrea,Martínez,46.0,M,21494222,andrea.martínez@gmail.com,998673604,Cusco,Peru,2021-06-16,Pizza Hut,-3.0,29.77,144.0,2023-06-21,Efectivo,True,,Reclamo abierto
8668,José,Díaz,32.0,F,XXXXX,josé.díaz@hotmail.com,962069868,Arequipa,Perú,2024-08-16,Pizza Hut,8.0,42.02,140.0,2023-02-06,Tarjeta,False,Activo,Reclamo abierto
8669,Valeria,Martínez,84.0,M,27952717,valeria.martínez@outlook.com,922379468,Iquitos,Peru,2022-09-07,Pizza Hut,6.0,26.14,110.0,2023-03-04,Efectivo,True,Pendiente,
8670,Valeria,Cruz,40.0,X,72491614,valeria.cruz@gmail.com,923178553,Trujillo,,2025-04-22,Starbucks,3.0,26.56,91.0,2024-06-09,Billetera,,Pendiente,Reclamo abierto
8671,Daniel,Díaz,70.0,X,33856413,daniel.díaz@hotmail.com,984498234,,PE,2022-12-01,KFC,3.0,56.83,21.0,2023-07-06,Efectivo,,Activo,
8672,Daniel,Martínez,48.0,,88959461,daniel.martínez@gmail.com,967977633,,Peru,2024-02-17,,19.0,36.04,162.0,2024-04-07,,True,Inactivo,
8673,Luis,Torres,61.0,,13425545,luis.torres@outlook.com,964093765,Chiclayo,PE,2023-01-29,KFC,17.0,33.5,216.0,2025-06-21,Billetera,,Pendiente,Reclamo abierto
8674,Daniel,López,75.0,M,77936951,daniel.lópez@outlook.com,958335288,Tumbes,PE,2021-07-13,,6.0,43.71,257.0,2023-07-30,Efectivo,True,Inactivo,Pendiente validación
8675,Carlos,Ramírez,50.0,F,73283660,carlos.ramírez@yahoo.com,944146857,Chimbote,,2024-11-10,,-2.0,29.18,19.0,2023-12-18,Efectivo,True,Pendiente,
8676,Luis,Sánchez,81.0,M,76399620,luis.sánchez@hotmail.com,933467600,Tacna,,2021-10-07,KFC,18.0,28.27,116.0,2025-05-17,Tarjeta,,Activo,
8677,Diego,Vargas,26.0,F,38120966,diego.vargas@outlook.com,919118300,Puerto Maldonado,Perú,2021-04-23,KFC,17.0,0.0,38.0,2023-11-26,Billetera,True,Pendiente,Reclamo abierto
8678,Jorge,Vargas,43.0,X,33216203,jorge.vargas@outlook.com,934928363,Huancayo,Perú,2022-07-28,KFC,6.0,28.95,109.0,2023-07-26,Tarjeta,False,Activo,
8679,Lucía,Castillo,60.0,,10873274,lucía.castillo@hotmail.com,968696384,Ayacucho,Perú,2022-11-25,Chili's,0.0,36.62,173.0,2024-11-26,Billetera,False,Activo,Cliente VIP
8680,Luis,Gómez,67.0,F,76391268,luis.gómez@yahoo.com,980261110,Moquegua,PE,2024-02-21,Pizza Hut,1.0,12.3,35.0,2024-06-29,Efectivo,,,Reclamo abierto
8681,Jorge,Díaz,83.0,M,51715588,jorge.díaz@outlook.com,946822597,Huancayo,,2023-02-21,Pizza Hut,0.0,33.22,55.0,2023-09-01,Tarjeta,False,Pendiente,Reclamo abierto
8682,José,Ramírez,61.0,X,51580948,josé.ramírez@yahoo.com,981198484,Cusco,,2022-08-12,Starbucks,12.0,44.33,93.0,2024-05-11,Tarjeta,False,Pendiente,
8683,Miguel,Castillo,86.0,X,14459820,miguel.castillo@hotmail.com,980796027,Tacna,,2025-05-02,,6.0,46.3,124.0,2025-05-21,Tarjeta,False,Activo,Pendiente validación
8684,Andrea,Gómez,59.0,M,44009961,andrea.gómez@gmail.com,987569142,Cajamarca,,2023-06-20,Chili's,16.0,43.82,13.0,2023-09-25,Billetera,False,Pendiente,Cliente VIP
8685,Juan,Ramírez,60.0,,76859830,juan.ramírez@hotmail.com,976500639,Tacna,,2022-03-18,,0.0,76.67,264.0,2023-02-27,Billetera,True,Inactivo,
8686,Carlos,Gómez,34.0,X,40156807,carlos.gómez@yahoo.com,968401453,Chimbote,Peru,2023-02-28,,0.0,47.48,95.0,2024-11-06,Billetera,True,Inactivo,Pendiente validación
8687,María,Sánchez,47.0,M,78535879,maría.sánchez@gmail.com,986396992,Ayacucho,PE,2021-06-19,Pizza Hut,2.0,38.3,168.0,2023-10-20,Tarjeta,False,Pendiente,
8688,Andrea,Gómez,34.0,,50537113,andrea.gómez@outlook.com,915438146,Tacna,Perú,2023-05-19,Starbucks,4.0,34.71,49.0,2023-11-03,Billetera,True,Inactivo,Reclamo abierto
8689,Paola,Fernández,87.0,X,58868054,paola.fernández@yahoo.com,981576682,Tarapoto,PE,2023-06-25,Chili's,4.0,41.77,41.0,2023-11-14,Billetera,,Activo,Cliente VIP
8690,Andrea,Cruz,78.0,,66897888,andrea.cruz@outlook.com,944003222,Arequipa,,2022-06-12,Starbucks,6.0,45.32,,2024-02-19,Billetera,,,Cliente VIP
8691,Diego,Vargas,73.0,X,90204896,diego.vargas@yahoo.com,923121988,Huancayo,PE,2025-08-04,Chili's,4.0,20.24,247.0,2023-11-20,,True,Inactivo,Pendiente validación
8692,Luis,Gómez,60.0,X,57309320,luis.gómez@yahoo.com,922712351,Huancayo,,2023-09-20,Pizza Hut,1.0,25.87,53.0,2023-12-30,Tarjeta,True,Activo,Cliente VIP
8693,Daniel,Torres,18.0,X,11320519,daniel.torres@yahoo.com,945363464,Piura,Peru,2021-03-25,Pizza Hut,3.0,27.33,57.0,2024-07-16,Billetera,False,Activo,Reclamo abierto
8694,Pedro,Vargas,77.0,X,90194440,pedro.vargas@outlook.com,990291831,Puerto Maldonado,Peru,2024-03-01,Chili's,5.0,34.75,,2023-11-08,,True,Pendiente,Pendiente validación
8695,Sofía,Castillo,25.0,,93924708,sofía.castillo@outlook.com,990797765,Huaraz,,2025-06-12,Pizza Hut,11.0,58.51,219.0,2023-11-11,Tarjeta,,Inactivo,Cliente VIP
8696,Daniel,Castillo,19.0,X,63662939,daniel.castillo@yahoo.com,947633269,Ayacucho,Peru,2022-08-14,,2.0,24.91,56.0,2024-08-02,Billetera,True,Inactivo,Pendiente validación
8697,Rosa,Gómez,121.0,F,37533382,rosa.gómez@outlook.com,937683830,Lima,,2021-08-04,,6.0,53.03,528.0,2023-10-26,,True,Activo,Reclamo abierto
8698,Ana,Díaz,44.0,X,23553071,ana.díaz@hotmail.com,925191501,Chimbote,PE,2022-06-30,,16.0,69.97,170.0,2025-02-02,Tarjeta,True,Pendiente,
8699,Carmen,Ramírez,79.0,F,52683273,carmen.ramírez@hotmail.com,922313914,Trujillo,,2023-01-28,Pizza Hut,6.0,53.94,67.0,2025-06-10,Billetera,True,Activo,
8700,Jorge,Ramírez,46.0,F,15456864,jorge.ramírez@hotmail.com,919606782,Chimbote,,2023-08-25,,6.0,32.64,,2023-06-13,Billetera,,Activo,Pendiente validación
8701,Raúl,Martínez,23.0,X,59229518,raúl.martínez@hotmail.com,986369135,Puerto Maldonado,Peru,2021-10-27,,3.0,39.07,,2023-08-09,Billetera,True,,Pendiente validación
8702,Luis,Gómez,50.0,X,22084878,luis.gómez@gmail.com,969677620,,Peru,2025-01-14,,4.0,21.41,32.0,2023-04-04,,,,Cliente VIP
8703,Lucía,Fernández,86.0,,96824558,lucía.fernández@hotmail.com,991968044,Tacna,Peru,2025-07-10,KFC,0.0,25.0,54.0,2024-10-29,Billetera,,Pendiente,
8704,Andrea,Rodríguez,150.0,M,30763724,,920747556,Tumbes,,2022-08-01,Starbucks,7.0,40.22,33.0,2023-07-28,,False,Inactivo,Pendiente validación
8705,Andrea,Ramírez,0.0,M,39857537,andrea.ramírez@gmail.com,927365979,Juliaca,PE,2024-01-05,Pizza Hut,1.0,44.61,87.0,2023-01-10,Tarjeta,False,Inactivo,Pendiente validación
8706,María,Fernández,27.0,,25102728,maría.fernández@hotmail.com,999287221,Moquegua,PE,2021-11-08,,0.0,10.82,109.0,2025-04-05,Tarjeta,True,,Reclamo abierto
8707,Ana,Ramírez,53.0,M,65645117,ana.ramírez@hotmail.com,959149826,Trujillo,Peru,2022-04-24,,8.0,27.54,135.0,2024-06-16,Billetera,True,Inactivo,Cliente VIP
8708,Juan,Sánchez,70.0,,85604800,juan.sánchez@hotmail.com,966832180,Ayacucho,PE,2025-09-10,KFC,0.0,42.79,83.0,2023-09-24,Billetera,False,Pendiente,
8709,Juan,Díaz,41.0,,30322042,juan.díaz@hotmail.com,922677637,Tacna,Perú,2025-02-11,,2.0,35.54,,2024-08-07,Tarjeta,,Inactivo,Cliente VIP
8710,Gabriela,Ramírez,80.0,M,94180423,gabriela.ramírez@outlook.com,974520116,Chimbote,PE,2021-09-12,Chili's,16.0,49.82,38.0,2025-04-25,Tarjeta,True,Inactivo,
